,symbol,metric,value
12218,UAA,"TPRTapestry, Inc.",44.90
12219,UAA,"ULTAUlta Beauty, Inc.",401.73
12220,UAA,HBIHanesbrands Inc.,17.75
12221,UAA,RLRalph Lauren Corporation,125.03
12228,UA,Previous Close,21.14
12229,UA,Open,21.29
12230,UA,Bid,20.75 x 900
12231,UA,Ask,23.00 x 1200
12232,UA,Day's Range,21.21 - 21.67
12233,UA,52 Week Range,13.37 - 23.00
12234,UA,Volume,"1,268,713"
12235,UA,Avg. Volume,"2,647,765"
12236,UA,Market Cap,10.969B
12237,UA,Beta (5Y Monthly),1.29
12238,UA,PE Ratio (TTM),22.53
12239,UA,EPS (TTM),0.94
12240,UA,Earnings Date,"Apr 25, 2018 - Apr 30, 2018"
12241,UA,Forward Dividend & Yield,N/A (N/A)
12242,UA,Ex-Dividend Date,N/A
12243,UA,1y Target Est,26.20
12244,UA,Symbol,Last Price
12245,UA,"NKENIKE, Inc.",169.09
12246,UA,"CMGChipotle Mexican Grill, Inc.","1,863.00"
12247,UA,LULULululemon Athletica Inc.,452.59
12248,UA,"UAAUnder Armour, Inc.",25.02
12249,UA,"TWTRTwitter, Inc.",52.25
12256,UNP,Previous Close,242.44
12257,UNP,Open,242.52
12258,UNP,Bid,241.54 x 800
12259,UNP,Ask,241.58 x 3100
12260,UNP,Day's Range,240.87 - 242.89
12261,UNP,52 Week Range,193.14 - 244.04
12262,UNP,Volume,"864,929"
12263,UNP,Avg. Volume,"3,014,581"
12264,UNP,Market Cap,155.035B
12265,UNP,Beta (5Y Monthly),1.20
12266,UNP,PE Ratio (TTM),25.83
12267,UNP,EPS (TTM),9.34
12268,UNP,Earnings Date,"Jan 19, 2022 - Jan 24, 2022"
12269,UNP,Forward Dividend & Yield,4.28 (1.77%)
12270,UNP,Ex-Dividend Date,"Aug 30, 2021"
12271,UNP,1y Target Est,254.04
12272,UNP,Symbol,Last Price
12273,UNP,NSCNorfolk Southern Corporation,275.49
12274,UNP,CSXCSX Corporation,35.19
12275,UNP,KSUKansas City Southern,309.82
12276,UNP,CNICanadian National Railway Company,129.21
12277,UNP,"UPSUnited Parcel Service, Inc.",211.15
12284,UAL,Previous Close,51.34
12285,UAL,Open,51.35
12286,UAL,Bid,0.00 x 4000
12287,UAL,Ask,0.00 x 1100
12288,UAL,Day's Range,49.28 - 51.40
12289,UAL,52 Week Range,39.17 - 63.70
12290,UAL,Volume,"10,277,123"
12291,UAL,Avg. Volume,"10,834,795"
12292,UAL,Market Cap,16.135B
12293,UAL,Beta (5Y Monthly),1.50
12294,UAL,PE Ratio (TTM),N/A
12295,UAL,EPS (TTM),-10.20
12296,UAL,Earnings Date,"Jan 18, 2022 - Jan 24, 2022"
12297,UAL,Forward Dividend & Yield,N/A (N/A)
12298,UAL,Ex-Dividend Date,"Jan 07, 2008"
12299,UAL,1y Target Est,59.72
12300,UAL,Symbol,Last Price
12301,UAL,AALAmerican Airlines Group Inc.,20.29
12302,UAL,"DALDelta Air Lines, Inc.",42.22
12303,UAL,LUVSouthwest Airlines Co.,48.42
12304,UAL,NCLHNorwegian Cruise Line Holdings Ltd.,25.63
12305,UAL,CCLCarnival Corporation & plc,22.36
12312,UNH,Previous Close,458.99
12313,UNH,Open,458.00
12314,UNH,Bid,450.56 x 800
12315,UNH,Ask,452.25 x 900
12316,UNH,Day's Range,450.50 - 458.20
12317,UNH,52 Week Range,320.35 - 466.00
12318,UNH,Volume,"2,404,995"
12319,UNH,Avg. Volume,"2,701,260"
12320,UNH,Market Cap,424.586B
12321,UNH,Beta (5Y Monthly),0.85
12322,UNH,PE Ratio (TTM),27.98
12323,UNH,EPS (TTM),16.11
12324,UNH,Earnings Date,"Jan 18, 2022 - Jan 24, 2022"
12325,UNH,Forward Dividend & Yield,5.80 (1.26%)
12326,UNH,Ex-Dividend Date,"Dec 03, 2021"
12327,UNH,1y Target Est,474.55
12328,UNH,Symbol,Last Price
12329,UNH,VVisa Inc.,212.30
12330,UNH,CVSCVS Health Corporation,93.49
12331,UNH,CICigna Corporation,215.53
12332,UNH,HUMHumana Inc.,438.19
12333,UNH,AMGNAmgen Inc.,207.40
12340,UPS,Previous Close,213.19
12341,UPS,Open,212.86
12342,UPS,Bid,212.39 x 900
12343,UPS,Ask,212.49 x 900
12344,UPS,Day's Range,211.93 - 213.59
12345,UPS,52 Week Range,154.76 - 220.24
12346,UPS,Volume,"378,345"
12347,UPS,Avg. Volume,"2,586,109"
12348,UPS,Market Cap,184.806B
12349,UPS,Beta (5Y Monthly),1.11
12350,UPS,PE Ratio (TTM),28.91
12351,UPS,EPS (TTM),7.36
12352,UPS,Earnings Date,"Feb 01, 2022"
12353,UPS,Forward Dividend & Yield,4.08 (1.91%)
12354,UPS,Ex-Dividend Date,"Nov 19, 2021"
12355,UPS,1y Target Est,231.31
12356,UPS,Symbol,Last Price
12357,UPS,FDXFedEx Corporation,252.70
12358,UPS,MMM3M Company,183.84
12359,UPS,TGTTarget Corporation,268.12
12360,UPS,COSTCostco Wholesale Corporation,522.53
12361,UPS,"PEPPepsiCo, Inc.",163.29
12368,URI,Previous Close,382.45
12369,URI,Open,383.19
12370,URI,Bid,375.00 x 1000
12371,URI,Ask,389.00 x 1200
12372,URI,Day's Range,381.72 - 387.02
12373,URI,52 Week Range,207.84 - 414.99
12374,URI,Volume,"353,201"
12375,URI,Avg. Volume,"560,670"
12376,URI,Market Cap,27.724B
12377,URI,Beta (5Y Monthly),1.94
12378,URI,PE Ratio (TTM),23.16
12379,URI,EPS (TTM),16.53
12380,URI,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
12381,URI,Forward Dividend & Yield,N/A (N/A)
12382,URI,Ex-Dividend Date,N/A
12383,URI,1y Target Est,391.47
12384,URI,Symbol,Last Price
12385,URI,"MLMMartin Marietta Materials, Inc.",419.55
12386,URI,VMCVulcan Materials Company,202.28
12387,URI,"ULTAUlta Beauty, Inc.",396.50
12388,URI,"SWKStanley Black & Decker, Inc.",196.61
12389,URI,WHRWhirlpool Corporation,232.17
12396,UHS,Previous Close,124.92
12397,UHS,Open,125.93
12398,UHS,Bid,125.82 x 1800
12399,UHS,Ask,125.94 x 1100
12400,UHS,Day's Range,125.46 - 127.37
12401,UHS,52 Week Range,103.35 - 165.00
12402,UHS,Volume,"689,178"
12403,UHS,Avg. Volume,"636,838"
12404,UHS,Market Cap,10.496B
12405,UHS,Beta (5Y Monthly),1.23
12406,UHS,PE Ratio (TTM),10.16
12407,UHS,EPS (TTM),12.42
12408,UHS,Earnings Date,"Oct 25, 2021"
12409,UHS,Forward Dividend & Yield,0.80 (0.64%)
12410,UHS,Ex-Dividend Date,"Aug 31, 2021"
12411,UHS,1y Target Est,155.06
12412,UHS,Symbol,Last Price
12413,UHS,"HCAHCA Healthcare, Inc.",250.72
12414,UHS,"CYHCommunity Health Systems, Inc.",11.97
12415,UHS,"COOThe Cooper Companies, Inc.",416.03
12416,UHS,TFXTeleflex Incorporated,347.45
12417,UHS,XRAYDENTSPLY SIRONA Inc.,57.27
12424,VLO,Previous Close,76.58
12425,VLO,Open,76.91
12426,VLO,Bid,0.00 x 1000
12427,VLO,Ask,0.00 x 800
12428,VLO,Day's Range,76.08 - 77.92
12429,VLO,52 Week Range,49.40 - 84.95
12430,VLO,Volume,"4,274,642"
12431,VLO,Avg. Volume,"3,635,506"
12432,VLO,Market Cap,31.623B
12433,VLO,Beta (5Y Monthly),2.07
12434,VLO,PE Ratio (TTM),N/A
12435,VLO,EPS (TTM),-1.09
12436,VLO,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
12437,VLO,Forward Dividend & Yield,3.92 (5.12%)
12438,VLO,Ex-Dividend Date,"Nov 17, 2021"
12439,VLO,1y Target Est,91.41
12440,VLO,Symbol,Last Price
12441,VLO,COPConocoPhillips,72.72
12442,VLO,MROMarathon Oil Corporation,16.75
12443,VLO,MPCMarathon Petroleum Corporation,66.12
12444,VLO,PSXPhillips 66,78.91
12445,VLO,SLBSchlumberger Limited,32.72
12452,VTR,Previous Close,54.56
12453,VTR,Open,54.56
12454,VTR,Bid,53.40 x 800
12455,VTR,Ask,55.20 x 4000
12456,VTR,Day's Range,53.60 - 54.56
12457,VTR,52 Week Range,45.40 - 61.09
12458,VTR,Volume,"1,130,401"
12459,VTR,Avg. Volume,"2,162,300"
12460,VTR,Market Cap,21.703B
12461,VTR,Beta (5Y Monthly),1.21
12462,VTR,PE Ratio (TTM),102.78
12463,VTR,EPS (TTM),0.53
12464,VTR,Earnings Date,"Nov 05, 2021"
12465,VTR,Forward Dividend & Yield,1.80 (3.30%)
12466,VTR,Ex-Dividend Date,"Sep 30, 2021"
12467,VTR,1y Target Est,62.40
12468,VTR,Symbol,Last Price
12469,VTR,WELLWelltower Inc.,84.23
12470,VTR,PSAPublic Storage,331.73
12471,VTR,"OHIOmega Healthcare Investors, Inc.",28.53
12472,VTR,"DLRDigital Realty Trust, Inc.",161.20
12473,VTR,VNOVornado Realty Trust,46.60
12480,VRSN,Previous Close,222.67
12481,VRSN,Open,222.22
12482,VRSN,Bid,222.58 x 1000
12483,VRSN,Ask,222.46 x 800
12484,VRSN,Day's Range,219.41 - 223.07
12485,VRSN,52 Week Range,184.60 - 234.56
12486,VRSN,Volume,"488,731"
12487,VRSN,Avg. Volume,"429,109"
12488,VRSN,Market Cap,24.778B
12489,VRSN,Beta (5Y Monthly),0.81
12490,VRSN,PE Ratio (TTM),41.12
12491,VRSN,EPS (TTM),5.43
12492,VRSN,Earnings Date,"Oct 28, 2021"
12493,VRSN,Forward Dividend & Yield,N/A (N/A)
12494,VRSN,Ex-Dividend Date,"May 05, 2011"
12495,VRSN,1y Target Est,252.25
12496,VRSN,Symbol,Last Price
12497,VRSN,CHKPCheck Point Software Technologies Ltd.,116.35
12498,VRSN,"JNPRJuniper Networks, Inc.",30.28
12499,VRSN,"NTAPNetApp, Inc.",90.12
12500,VRSN,"CTXSCitrix Systems, Inc.",94.76
12501,VRSN,"VRTSVirtus Investment Partners, Inc.",322.59
12508,VRSK,Previous Close,209.31
12509,VRSK,Open,206.54
12510,VRSK,Bid,213.49 x 800
12511,VRSK,Ask,213.65 x 800
12512,VRSK,Day's Range,207.50 - 216.49
12513,VRSK,52 Week Range,159.79 - 216.49
12514,VRSK,Volume,"718,054"
12515,VRSK,Avg. Volume,"806,678"
12516,VRSK,Market Cap,34.476B
12517,VRSK,Beta (5Y Monthly),0.77
12518,VRSK,PE Ratio (TTM),51.35
12519,VRSK,EPS (TTM),4.16
12520,VRSK,Earnings Date,"Nov 02, 2021"
12521,VRSK,Forward Dividend & Yield,1.16 (0.55%)
12522,VRSK,Ex-Dividend Date,"Sep 14, 2021"
12523,VRSK,1y Target Est,209.21
12524,VRSK,Symbol,Last Price
12525,VRSK,WLTWWillis Towers Watson Public Limited Company,235.51
12526,VRSK,INFOIHS Markit Ltd.,125.96
12527,VRSK,"ANSSANSYS, Inc.",384.34
12528,VRSK,ALLEAllegion plc,129.43
12529,VRSK,CDWCDW Corporation,184.22
12536,VZ,Previous Close,52.33
12537,VZ,Open,52.30
12538,VZ,Bid,52.28 x 3100
12539,VZ,Ask,52.29 x 1800
12540,VZ,Day's Range,51.99 - 52.37
12541,VZ,52 Week Range,50.86 - 61.95
12542,VZ,Volume,"9,211,380"
12543,VZ,Avg. Volume,"17,269,072"
12544,VZ,Market Cap,216.448B
12545,VZ,Beta (5Y Monthly),0.41
12546,VZ,PE Ratio (TTM),9.83
12547,VZ,EPS (TTM),5.32
12548,VZ,Earnings Date,"Jan 25, 2022"
12549,VZ,Forward Dividend & Yield,2.56 (4.89%)
12550,VZ,Ex-Dividend Date,"Oct 07, 2021"
12551,VZ,1y Target Est,60.15
12552,VZ,Symbol,Last Price
12553,VZ,TAT&T Inc.,24.73
12554,VZ,PGThe Procter & Gamble Company,145.32
12555,VZ,KOThe Coca-Cola Company,56.44
12556,VZ,JPMJPMorgan Chase & Co.,167.27
12557,VZ,JNJJohnson & Johnson,162.67
12564,VRTX,Previous Close,187.29
12565,VRTX,Open,187.29
12566,VRTX,Bid,186.10 x 900
12567,VRTX,Ask,187.89 x 2200
12568,VRTX,Day's Range,186.12 - 187.92
12569,VRTX,52 Week Range,176.36 - 242.99
12570,VRTX,Volume,"1,003,450"
12571,VRTX,Avg. Volume,"1,514,770"
12572,VRTX,Market Cap,47.51B
12573,VRTX,Beta (5Y Monthly),0.60
12574,VRTX,PE Ratio (TTM),22.41
12575,VRTX,EPS (TTM),8.34
12576,VRTX,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
12577,VRTX,Forward Dividend & Yield,N/A (N/A)
12578,VRTX,Ex-Dividend Date,N/A
12579,VRTX,1y Target Est,258.68
12580,VRTX,Symbol,Last Price
12581,VRTX,"REGNRegeneron Pharmaceuticals, Inc.",647.73
12582,VRTX,BIIBBiogen Inc.,271.82
12583,VRTX,INCYIncyte Corporation,65.19
12584,VRTX,BMRNBioMarin Pharmaceutical Inc.,82.07
12585,VRTX,"ILMNIllumina, Inc.",378.94
12592,VFC,Previous Close,76.70
12593,VFC,Open,77.14
12594,VFC,Bid,0.00 x 800
12595,VFC,Ask,0.00 x 900
12596,VFC,Day's Range,77.07 - 78.08
12597,VFC,52 Week Range,65.34 - 90.79
12598,VFC,Volume,"2,590,748"
12599,VFC,Avg. Volume,"2,786,700"
12600,VFC,Market Cap,30.346B
12601,VFC,Beta (5Y Monthly),1.48
12602,VFC,PE Ratio (TTM),24.76
12603,VFC,EPS (TTM),3.12
12604,VFC,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
12605,VFC,Forward Dividend & Yield,2.00 (2.59%)
12606,VFC,Ex-Dividend Date,"Dec 09, 2021"
12607,VFC,1y Target Est,87.86
12608,VFC,Symbol,Last Price
12609,VFC,"SWKStanley Black & Decker, Inc.",194.21
12610,VFC,"PPGPPG Industries, Inc.",162.93
12611,VFC,"GWWW.W. Grainger, Inc.",484.42
12612,VFC,"LEGLeggett & Platt, Incorporated",44.56
12613,VFC,GPCGenuine Parts Company,137.01
12620,VIAC,Previous Close,35.20
12621,VIAC,Open,35.52
12622,VIAC,Bid,35.85 x 900
12623,VIAC,Ask,35.94 x 800
12624,VIAC,Day's Range,35.47 - 36.61
12625,VIAC,52 Week Range,30.99 - 101.97
12626,VIAC,Volume,"10,887,357"
12627,VIAC,Avg. Volume,"9,798,584"
12628,VIAC,Market Cap,23.308B
12629,VIAC,Beta (5Y Monthly),1.60
12630,VIAC,PE Ratio (TTM),6.99
12631,VIAC,EPS (TTM),5.12
12632,VIAC,Earnings Date,"Nov 04, 2021"
12633,VIAC,Forward Dividend & Yield,0.96 (2.68%)
12634,VIAC,Ex-Dividend Date,"Dec 14, 2021"
12635,VIAC,1y Target Est,47.25
12636,VIAC,Symbol,Last Price
12637,VIAC,"DISCADiscovery, Inc.",28.02
12638,VIAC,DKNGDraftKings Inc.,39.36
12639,VIAC,RTXRaytheon Technologies Corporation,89.35
12640,VIAC,"RKTRocket Companies, Inc.",16.48
12641,VIAC,FUBOfuboTV Inc.,24.55
12648,VTRS,Previous Close,14.68
12649,VTRS,Open,14.72
12650,VTRS,Bid,14.64 x 1100
12651,VTRS,Ask,14.65 x 2200
12652,VTRS,Day's Range,14.41 - 14.74
12653,VTRS,52 Week Range,12.94 - 18.86
12654,VTRS,Volume,"7,268,613"
12655,VTRS,Avg. Volume,"7,712,055"
12656,VTRS,Market Cap,17.996B
12657,VTRS,Beta (5Y Monthly),1.42
12658,VTRS,PE Ratio (TTM),N/A
12659,VTRS,EPS (TTM),-2.16
12660,VTRS,Earnings Date,"Nov 08, 2021"
12661,VTRS,Forward Dividend & Yield,0.44 (3.20%)
12662,VTRS,Ex-Dividend Date,"Aug 23, 2021"
12663,VTRS,1y Target Est,20.23
12664,VTRS,Symbol,Last Price
12665,VTRS,OGNOrganon & Co.,36.70
12666,VTRS,"LUMNLumen Technologies, Inc.",14.04
12667,VTRS,"CTVACorteva, Inc.",47.77
12668,VTRS,RTXRaytheon Technologies Corporation,90.95
12669,VTRS,WABWestinghouse Air Brake Technologies Corporation,96.50
12676,V,Previous Close,215.56
12677,V,Open,216.47
12678,V,Bid,210.55 x 1000
12679,V,Ask,210.64 x 1100
12680,V,Day's Range,210.16 - 216.78
12681,V,52 Week Range,192.81 - 252.67
12682,V,Volume,"13,410,282"
12683,V,Avg. Volume,"8,371,606"
12684,V,Market Cap,454.705B
12685,V,Beta (5Y Monthly),0.92
12686,V,PE Ratio (TTM),37.37
12687,V,EPS (TTM),5.63
12688,V,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
12689,V,Forward Dividend & Yield,1.50 (0.70%)
12690,V,Ex-Dividend Date,"Nov 10, 2021"
12691,V,1y Target Est,275.42
12692,V,Symbol,Last Price
12693,V,MAMastercard Incorporated,354.34
12694,V,"PYPLPayPal Holdings, Inc.",202.03
12695,V,AXPAmerican Express Company,181.30
12696,V,JPMJPMorgan Chase & Co.,167.61
12697,V,NVDANVIDIA Corporation,303.90
12704,VNO,Previous Close,43.01
12705,VNO,Open,42.79
12706,VNO,Bid,44.49 x 900
12707,VNO,Ask,44.51 x 900
12708,VNO,Day's Range,43.02 - 44.60
12709,VNO,52 Week Range,30.26 - 50.91
12710,VNO,Volume,"699,887"
12711,VNO,Avg. Volume,"1,336,507"
12712,VNO,Market Cap,8.631B
12713,VNO,Beta (5Y Monthly),N/A
12714,VNO,PE Ratio (TTM),N/A
12715,VNO,EPS (TTM),-0.63
12716,VNO,Earnings Date,"Nov 01, 2021"
12717,VNO,Forward Dividend & Yield,2.12 (4.87%)
12718,VNO,Ex-Dividend Date,"Nov 05, 2021"
12719,VNO,1y Target Est,45.27
12720,VNO,Symbol,Last Price
12721,VNO,"BXPBoston Properties, Inc.",117.17
12722,VNO,EQREquity Residential,84.62
12723,VNO,SLGSL Green Realty Corp.,74.62
12724,VNO,"AVBAvalonBay Communities, Inc.",235.37
12725,VNO,KIMKimco Realty Corporation,23.97
12732,VMC,Previous Close,201.91
12733,VMC,Open,203.00
12734,VMC,Bid,0.00 x 800
12735,VMC,Ask,0.00 x 900
12736,VMC,Day's Range,201.34 - 203.26
12737,VMC,52 Week Range,134.53 - 210.16
12738,VMC,Volume,"383,701"
12739,VMC,Avg. Volume,"825,940"
12740,VMC,Market Cap,26.798B
12741,VMC,Beta (5Y Monthly),0.65
12742,VMC,PE Ratio (TTM),41.64
12743,VMC,EPS (TTM),4.85
12744,VMC,Earnings Date,"Feb 14, 2022 - Feb 18, 2022"
12745,VMC,Forward Dividend & Yield,1.48 (0.73%)
12746,VMC,Ex-Dividend Date,"Nov 15, 2021"
12747,VMC,1y Target Est,218.25
12748,VMC,Symbol,Last Price
12749,VMC,"MLMMartin Marietta Materials, Inc.",418.63
12750,VMC,"URIUnited Rentals, Inc.",384.29
12751,VMC,SEESealed Air Corporation,65.98
12752,VMC,MASMasco Corporation,67.24
12753,VMC,EXPEagle Materials Inc.,161.96
12760,WRB,Previous Close,78.89
12761,WRB,Open,80.55
12762,WRB,Bid,76.25 x 800
12763,WRB,Ask,82.26 x 900
12764,WRB,Day's Range,79.89 - 82.73
12765,WRB,52 Week Range,59.61 - 82.74
12766,WRB,Volume,"1,351,014"
12767,WRB,Avg. Volume,"615,667"
12768,WRB,Market Cap,14.604B
12769,WRB,Beta (5Y Monthly),0.83
12770,WRB,PE Ratio (TTM),14.78
12771,WRB,EPS (TTM),5.57
12772,WRB,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
12773,WRB,Forward Dividend & Yield,0.52 (0.63%)
12774,WRB,Ex-Dividend Date,"Sep 14, 2021"
12775,WRB,1y Target Est,86.29
12776,WRB,Symbol,Last Price
12777,WRB,"REEverest Re Group, Ltd.",280.92
12778,WRB,AXSAXIS Capital Holdings Limited,52.02
12779,WRB,WLTWWillis Towers Watson Public Limited Company,247.76
12780,WRB,GLGlobe Life Inc.,93.20
12781,WRB,"AIZAssurant, Inc.",165.59
12788,WAB,Previous Close,97.11
12789,WAB,Open,97.37
12790,WAB,Bid,0.00 x 800
12791,WAB,Ask,0.00 x 1100
12792,WAB,Day's Range,95.57 - 97.37
12793,WAB,52 Week Range,69.94 - 97.71
12794,WAB,Volume,"604,636"
12795,WAB,Avg. Volume,"1,001,989"
12796,WAB,Market Cap,17.918B
12797,WAB,Beta (5Y Monthly),1.64
12798,WAB,PE Ratio (TTM),39.81
12799,WAB,EPS (TTM),2.41
12800,WAB,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
12801,WAB,Forward Dividend & Yield,0.48 (0.50%)
12802,WAB,Ex-Dividend Date,"Nov 12, 2021"
12803,WAB,1y Target Est,97.33
12804,WAB,Symbol,Last Price
12805,WAB,KSUKansas City Southern,309.40
12806,WAB,"CTVACorteva, Inc.",48.37
12807,WAB,"AMEAMETEK, Inc.",140.09
12808,WAB,"ROLRollins, Inc.",35.88
12809,WAB,TDGTransDigm Group Incorporated,653.74
12816,WMT,Previous Close,147.76
12817,WMT,Open,148.15
12818,WMT,Bid,0.00 x 800
12819,WMT,Ask,0.00 x 800
12820,WMT,Day's Range,146.41 - 148.45
12821,WMT,52 Week Range,126.28 - 153.66
12822,WMT,Volume,"9,631,988"
12823,WMT,Avg. Volume,"6,975,409"
12824,WMT,Market Cap,409.659B
12825,WMT,Beta (5Y Monthly),0.51
12826,WMT,PE Ratio (TTM),41.35
12827,WMT,EPS (TTM),3.55
12828,WMT,Earnings Date,"Nov 16, 2021"
12829,WMT,Forward Dividend & Yield,2.20 (1.50%)
12830,WMT,Ex-Dividend Date,"Dec 09, 2021"
12831,WMT,1y Target Est,169.80
12832,WMT,Symbol,Last Price
12833,WMT,"HDThe Home Depot, Inc.",371.08
12834,WMT,JNJJohnson & Johnson,163.52
12835,WMT,TGTTarget Corporation,264.33
12836,WMT,KOThe Coca-Cola Company,56.62
12837,WMT,PGThe Procter & Gamble Company,147.40
12844,WBA,Previous Close,49.54
12845,WBA,Open,49.69
12846,WBA,Bid,49.13 x 1000
12847,WBA,Ask,49.14 x 900
12848,WBA,Day's Range,49.08 - 49.90
12849,WBA,52 Week Range,37.02 - 57.05
12850,WBA,Volume,"2,254,790"
12851,WBA,Avg. Volume,"5,541,506"
12852,WBA,Market Cap,42.519B
12853,WBA,Beta (5Y Monthly),0.51
12854,WBA,PE Ratio (TTM),16.75
12855,WBA,EPS (TTM),2.93
12856,WBA,Earnings Date,"Jan 05, 2022 - Jan 10, 2022"
12857,WBA,Forward Dividend & Yield,1.91 (3.86%)
12858,WBA,Ex-Dividend Date,"Nov 12, 2021"
12859,WBA,1y Target Est,52.91
12860,WBA,Symbol,Last Price
12861,WBA,CVSCVS Health Corporation,93.61
12862,WBA,ABBVAbbVie Inc.,117.03
12863,WBA,KHCThe Kraft Heinz Company,37.49
12864,WBA,MMM3M Company,183.05
12865,WBA,UNHUnitedHealth Group Incorporated,452.50
12872,DIS,Previous Close,162.11
12873,DIS,Open,163.52
12874,DIS,Bid,159.65 x 1200
12875,DIS,Ask,159.66 x 3200
12876,DIS,Day's Range,158.93 - 163.61
12877,DIS,52 Week Range,136.52 - 203.02
12878,DIS,Volume,"21,086,441"
12879,DIS,Avg. Volume,"9,710,635"
12880,DIS,Market Cap,289.923B
12881,DIS,Beta (5Y Monthly),1.17
12882,DIS,PE Ratio (TTM),145.84
12883,DIS,EPS (TTM),1.09
12884,DIS,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
12885,DIS,Forward Dividend & Yield,N/A (N/A)
12886,DIS,Ex-Dividend Date,"Dec 13, 2019"
12887,DIS,1y Target Est,N/A
12888,DIS,Symbol,Last Price
12889,DIS,"NFLXNetflix, Inc.",678.85
12890,DIS,BAThe Boeing Company,220.39
12891,DIS,"FBMeta Platforms, Inc.",338.17
12892,DIS,KOThe Coca-Cola Company,56.74
12893,DIS,"AMZNAmazon.com, Inc.","3,507.99"
12900,WM,Previous Close,162.98
12901,WM,Open,163.00
12902,WM,Bid,162.67 x 900
12903,WM,Ask,162.76 x 800
12904,WM,Day's Range,162.45 - 164.01
12905,WM,52 Week Range,109.11 - 164.82
12906,WM,Volume,"660,213"
12907,WM,Avg. Volume,"1,470,795"
12908,WM,Market Cap,67.981B
12909,WM,Beta (5Y Monthly),0.83
12910,WM,PE Ratio (TTM),39.44
12911,WM,EPS (TTM),4.12
12912,WM,Earnings Date,"Oct 26, 2021"
12913,WM,Forward Dividend & Yield,2.30 (1.41%)
12914,WM,Ex-Dividend Date,"Sep 02, 2021"
12915,WM,1y Target Est,164.73
12916,WM,Symbol,Last Price
12917,WM,MMM3M Company,183.05
12918,WM,"PEPPepsiCo, Inc.",163.18
12919,WM,"UPSUnited Parcel Service, Inc.",211.15
12920,WM,KMBKimberly-Clark Corporation,134.41
12921,WM,WFCWells Fargo & Company,51.29
12928,WAT,Previous Close,348.88
12929,WAT,Open,349.63
12930,WAT,Bid,344.31 x 800
12931,WAT,Ask,344.58 x 800
12932,WAT,Day's Range,340.63 - 351.14
12933,WAT,52 Week Range,213.41 - 428.22
12934,WAT,Volume,"537,833"
12935,WAT,Avg. Volume,"332,779"
12936,WAT,Market Cap,21.324B
12937,WAT,Beta (5Y Monthly),N/A
12938,WAT,PE Ratio (TTM),31.14
12939,WAT,EPS (TTM),11.16
12940,WAT,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
12941,WAT,Forward Dividend & Yield,N/A (N/A)
12942,WAT,Ex-Dividend Date,"Nov 26, 1996"
12943,WAT,1y Target Est,359.42
12944,WAT,Symbol,Last Price
12945,WAT,"PKIPerkinElmer, Inc.",174.09
12946,WAT,MTDMettler-Toledo International Inc.,"1,471.25"
12947,WAT,XRAYDENTSPLY SIRONA Inc.,59.22
12948,WAT,"UHSUniversal Health Services, Inc.",124.84
12949,WAT,"COOThe Cooper Companies, Inc.",422.52
12956,WEC,Previous Close,89.04
12957,WEC,Open,89.19
12958,WEC,Bid,0.00 x 800
12959,WEC,Ask,0.00 x 1300
12960,WEC,Day's Range,88.50 - 89.44
12961,WEC,52 Week Range,80.55 - 104.15
12962,WEC,Volume,"1,405,318"
12963,WEC,Avg. Volume,"996,715"
12964,WEC,Market Cap,27.995B
12965,WEC,Beta (5Y Monthly),0.21
12966,WEC,PE Ratio (TTM),21.39
12967,WEC,EPS (TTM),4.15
12968,WEC,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
12969,WEC,Forward Dividend & Yield,2.71 (3.05%)
12970,WEC,Ex-Dividend Date,"Nov 10, 2021"
12971,WEC,1y Target Est,96.42
12972,WEC,Symbol,Last Price
12973,WEC,LNTAlliant Energy Corporation,55.29
12974,WEC,XELXcel Energy Inc.,63.13
12975,WEC,CMSCMS Energy Corporation,60.00
12976,WEC,PNWPinnacle West Capital Corporation,66.10
12977,WEC,SRESempra,122.10
12984,WFC,Previous Close,50.87
12985,WFC,Open,50.49
12986,WFC,Bid,49.75 x 3200
12987,WFC,Ask,49.76 x 800
12988,WFC,Day's Range,49.21 - 50.56
12989,WFC,52 Week Range,23.56 - 52.57
12990,WFC,Volume,"18,527,495"
12991,WFC,Avg. Volume,"26,210,364"
12992,WFC,Market Cap,198.405B
12993,WFC,Beta (5Y Monthly),1.33
12994,WFC,PE Ratio (TTM),11.87
12995,WFC,EPS (TTM),4.19
12996,WFC,Earnings Date,"Jan 14, 2022"
12997,WFC,Forward Dividend & Yield,0.80 (1.57%)
12998,WFC,Ex-Dividend Date,"Nov 04, 2021"
12999,WFC,1y Target Est,51.54
13000,WFC,Symbol,Last Price
13001,WFC,BACBank of America Corporation,46.83
13002,WFC,JPMJPMorgan Chase & Co.,167.26
13003,WFC,CCitigroup Inc.,67.89
13004,WFC,"GSThe Goldman Sachs Group, Inc.",402.81
